"","Time","sample","value","strain","replicate","media","background"
"2582",540,"G2",0.46639513,"overproducer ∆metJ","2","Met (-)","mutant"
"2583",540,"G3",0.55939513,"overproducer ∆metJ","3","Met (-)","mutant"
"2584",540,"G4",0.43839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2585",540,"G5",0.42339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2586",540,"G6",0.44839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2587",540,"G7",0.84239513,"auxotroph ∆metB","1","Met (+)","mutant"
"2588",540,"G8",0.52939513,"auxotroph ∆metB","2","Met (+)","mutant"
"2589",540,"G9",0.83039513,"auxotroph ∆metB","3","Met (+)","mutant"
"2590",540,"G10",0.48539513,"wild-type (supplemented)","1","Met (+)","wt"
"2591",540,"G11",0.69239513,"wild-type (supplemented)","2","Met (+)","wt"
"2592",540,"G12",0.78639513,"wild-type (supplemented)","3","Met (+)","wt"
"2593",555,"B1",0.55039513,"overproducer ∆metJ","1","Met (-)","mutant"
"2594",555,"B2",0.50039513,"overproducer ∆metJ","2","Met (-)","mutant"
"2595",555,"B3",0.55939513,"overproducer ∆metJ","3","Met (-)","mutant"
"2596",555,"B4",0.56339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2597",555,"B5",0.60339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2598",555,"B6",0.58139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2599",555,"B7",0.89939513,"auxotroph ∆metB","1","Met (+)","mutant"
"2600",555,"B8",0.73039513,"auxotroph ∆metB","2","Met (+)","mutant"
"2601",555,"B9",0.90439513,"auxotroph ∆metB","3","Met (+)","mutant"
"2602",555,"B10",0.66439513,"wild-type (supplemented)","1","Met (+)","wt"
"2603",555,"B11",0.63339513,"wild-type (supplemented)","2","Met (+)","wt"
"2604",555,"B12",0.76539513,"wild-type (supplemented)","3","Met (+)","wt"
"2605",555,"C1",0.55739513,"overproducer ∆metJ","1","Met (-)","mutant"
"2606",555,"C2",0.53939513,"overproducer ∆metJ","2","Met (-)","mutant"
"2607",555,"C3",0.57339513,"overproducer ∆metJ","3","Met (-)","mutant"
"2608",555,"C4",0.61239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2609",555,"C5",0.47939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2610",555,"C6",0.70139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2611",555,"C7",0.89139513,"auxotroph ∆metB","1","Met (+)","mutant"
"2612",555,"C8",0.67539513,"auxotroph ∆metB","2","Met (+)","mutant"
"2613",555,"C9",0.88939513,"auxotroph ∆metB","3","Met (+)","mutant"
"2614",555,"C10",0.63739513,"wild-type (supplemented)","1","Met (+)","wt"
"2615",555,"C11",0.49639513,"wild-type (supplemented)","2","Met (+)","wt"
"2616",555,"C12",0.78239513,"wild-type (supplemented)","3","Met (+)","wt"
"2617",555,"D1",0.45539513,"overproducer ∆metJ","1","Met (-)","mutant"
"2618",555,"D2",0.58739513,"overproducer ∆metJ","2","Met (-)","mutant"
"2619",555,"D3",0.53539513,"overproducer ∆metJ","3","Met (-)","mutant"
"2620",555,"D4",0.52839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2621",555,"D5",0.42939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2622",555,"D6",0.53939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2623",555,"D7",0.87939513,"auxotroph ∆metB","1","Met (+)","mutant"
"2624",555,"D8",0.51839513,"auxotroph ∆metB","2","Met (+)","mutant"
"2625",555,"D9",0.86939513,"auxotroph ∆metB","3","Met (+)","mutant"
"2626",555,"D10",0.56039513,"wild-type (supplemented)","1","Met (+)","wt"
"2627",555,"D11",0.57539513,"wild-type (supplemented)","2","Met (+)","wt"
"2628",555,"D12",0.78939513,"wild-type (supplemented)","3","Met (+)","wt"
"2629",555,"E1",0.37739513,"overproducer ∆metJ","1","Met (-)","mutant"
"2630",555,"E2",0.48739513,"overproducer ∆metJ","2","Met (-)","mutant"
"2631",555,"E3",0.54439513,"overproducer ∆metJ","3","Met (-)","mutant"
"2632",555,"E4",0.53339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2633",555,"E5",0.45439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2634",555,"E6",0.47239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2635",555,"E7",0.86939513,"auxotroph ∆metB","1","Met (+)","mutant"
"2636",555,"E8",0.61439513,"auxotroph ∆metB","2","Met (+)","mutant"
"2637",555,"E9",0.85639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2638",555,"E10",0.52339513,"wild-type (supplemented)","1","Met (+)","wt"
"2639",555,"E11",0.63039513,"wild-type (supplemented)","2","Met (+)","wt"
"2640",555,"E12",0.75539513,"wild-type (supplemented)","3","Met (+)","wt"
"2641",555,"F1",0.45339513,"overproducer ∆metJ","1","Met (-)","mutant"
"2642",555,"F2",0.45339513,"overproducer ∆metJ","2","Met (-)","mutant"
"2643",555,"F3",0.54339513,"overproducer ∆metJ","3","Met (-)","mutant"
"2644",555,"F4",0.48839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2645",555,"F5",0.34839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2646",555,"F6",0.49539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2647",555,"F7",0.87939513,"auxotroph ∆metB","1","Met (+)","mutant"
"2648",555,"F8",0.49439513,"auxotroph ∆metB","2","Met (+)","mutant"
"2649",555,"F9",0.85739513,"auxotroph ∆metB","3","Met (+)","mutant"
"2650",555,"F10",0.59539513,"wild-type (supplemented)","1","Met (+)","wt"
"2651",555,"F11",0.57439513,"wild-type (supplemented)","2","Met (+)","wt"
"2652",555,"F12",0.77039513,"wild-type (supplemented)","3","Met (+)","wt"
"2653",555,"G1",0.46639513,"overproducer ∆metJ","1","Met (-)","mutant"
"2654",555,"G2",0.49039513,"overproducer ∆metJ","2","Met (-)","mutant"
"2655",555,"G3",0.58539513,"overproducer ∆metJ","3","Met (-)","mutant"
"2656",555,"G4",0.43639513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2657",555,"G5",0.41039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2658",555,"G6",0.44939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2659",555,"G7",0.86739513,"auxotroph ∆metB","1","Met (+)","mutant"
"2660",555,"G8",0.50839513,"auxotroph ∆metB","2","Met (+)","mutant"
"2661",555,"G9",0.84839513,"auxotroph ∆metB","3","Met (+)","mutant"
"2662",555,"G10",0.49139513,"wild-type (supplemented)","1","Met (+)","wt"
"2663",555,"G11",0.71539513,"wild-type (supplemented)","2","Met (+)","wt"
"2664",555,"G12",0.74339513,"wild-type (supplemented)","3","Met (+)","wt"
"2665",570,"B1",0.56039513,"overproducer ∆metJ","1","Met (-)","mutant"
"2666",570,"B2",0.51539513,"overproducer ∆metJ","2","Met (-)","mutant"
"2667",570,"B3",0.56539513,"overproducer ∆metJ","3","Met (-)","mutant"
"2668",570,"B4",0.56239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2669",570,"B5",0.61239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2670",570,"B6",0.58539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2671",570,"B7",0.87839513,"auxotroph ∆metB","1","Met (+)","mutant"
"2672",570,"B8",0.73739513,"auxotroph ∆metB","2","Met (+)","mutant"
"2673",570,"B9",0.89739513,"auxotroph ∆metB","3","Met (+)","mutant"
"2674",570,"B10",0.64339513,"wild-type (supplemented)","1","Met (+)","wt"
"2675",570,"B11",0.63939513,"wild-type (supplemented)","2","Met (+)","wt"
"2676",570,"B12",0.75239513,"wild-type (supplemented)","3","Met (+)","wt"
"2677",570,"C1",0.62839513,"overproducer ∆metJ","1","Met (-)","mutant"
"2678",570,"C2",0.54539513,"overproducer ∆metJ","2","Met (-)","mutant"
"2679",570,"C3",0.55639513,"overproducer ∆metJ","3","Met (-)","mutant"
"2680",570,"C4",0.61639513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2681",570,"C5",0.48339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2682",570,"C6",0.70539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2683",570,"C7",0.87039513,"auxotroph ∆metB","1","Met (+)","mutant"
"2684",570,"C8",0.67439513,"auxotroph ∆metB","2","Met (+)","mutant"
"2685",570,"C9",0.87739513,"auxotroph ∆metB","3","Met (+)","mutant"
"2686",570,"C10",0.64039513,"wild-type (supplemented)","1","Met (+)","wt"
"2687",570,"C11",0.50839513,"wild-type (supplemented)","2","Met (+)","wt"
"2688",570,"C12",0.77539513,"wild-type (supplemented)","3","Met (+)","wt"
"2689",570,"D1",0.46739513,"overproducer ∆metJ","1","Met (-)","mutant"
"2690",570,"D2",0.58339513,"overproducer ∆metJ","2","Met (-)","mutant"
"2691",570,"D3",0.51839513,"overproducer ∆metJ","3","Met (-)","mutant"
"2692",570,"D4",0.53039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2693",570,"D5",0.44139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2694",570,"D6",0.54139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2695",570,"D7",0.87239513,"auxotroph ∆metB","1","Met (+)","mutant"
"2696",570,"D8",0.53039513,"auxotroph ∆metB","2","Met (+)","mutant"
"2697",570,"D9",0.87639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2698",570,"D10",0.55639513,"wild-type (supplemented)","1","Met (+)","wt"
"2699",570,"D11",0.57639513,"wild-type (supplemented)","2","Met (+)","wt"
"2700",570,"D12",0.76939513,"wild-type (supplemented)","3","Met (+)","wt"
"2701",570,"E1",0.36839513,"overproducer ∆metJ","1","Met (-)","mutant"
"2702",570,"E2",0.48139513,"overproducer ∆metJ","2","Met (-)","mutant"
"2703",570,"E3",0.53839513,"overproducer ∆metJ","3","Met (-)","mutant"
"2704",570,"E4",0.53039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2705",570,"E5",0.46139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2706",570,"E6",0.48139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2707",570,"E7",0.85639513,"auxotroph ∆metB","1","Met (+)","mutant"
"2708",570,"E8",0.63139513,"auxotroph ∆metB","2","Met (+)","mutant"
"2709",570,"E9",0.84639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2710",570,"E10",0.53939513,"wild-type (supplemented)","1","Met (+)","wt"
"2711",570,"E11",0.66439513,"wild-type (supplemented)","2","Met (+)","wt"
"2712",570,"E12",0.77939513,"wild-type (supplemented)","3","Met (+)","wt"
"2713",570,"F1",0.46039513,"overproducer ∆metJ","1","Met (-)","mutant"
"2714",570,"F2",0.47239513,"overproducer ∆metJ","2","Met (-)","mutant"
"2715",570,"F3",0.53439513,"overproducer ∆metJ","3","Met (-)","mutant"
"2716",570,"F4",0.48839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2717",570,"F5",0.36239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2718",570,"F6",0.49939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2719",570,"F7",0.86639513,"auxotroph ∆metB","1","Met (+)","mutant"
"2720",570,"F8",0.51539513,"auxotroph ∆metB","2","Met (+)","mutant"
"2721",570,"F9",0.85039513,"auxotroph ∆metB","3","Met (+)","mutant"
"2722",570,"F10",0.61639513,"wild-type (supplemented)","1","Met (+)","wt"
"2723",570,"F11",0.61439513,"wild-type (supplemented)","2","Met (+)","wt"
"2724",570,"F12",0.77239513,"wild-type (supplemented)","3","Met (+)","wt"
"2725",570,"G1",0.50039513,"overproducer ∆metJ","1","Met (-)","mutant"
"2726",570,"G2",0.50239513,"overproducer ∆metJ","2","Met (-)","mutant"
"2727",570,"G3",0.58539513,"overproducer ∆metJ","3","Met (-)","mutant"
"2728",570,"G4",0.43939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2729",570,"G5",0.41439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2730",570,"G6",0.46539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2731",570,"G7",0.86039513,"auxotroph ∆metB","1","Met (+)","mutant"
"2732",570,"G8",0.52739513,"auxotroph ∆metB","2","Met (+)","mutant"
"2733",570,"G9",0.84639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2734",570,"G10",0.50439513,"wild-type (supplemented)","1","Met (+)","wt"
"2735",570,"G11",0.73639513,"wild-type (supplemented)","2","Met (+)","wt"
"2736",570,"G12",0.79339513,"wild-type (supplemented)","3","Met (+)","wt"
"2737",585,"B1",0.66539513,"overproducer ∆metJ","1","Met (-)","mutant"
"2738",585,"B2",0.51939513,"overproducer ∆metJ","2","Met (-)","mutant"
"2739",585,"B3",0.55439513,"overproducer ∆metJ","3","Met (-)","mutant"
"2740",585,"B4",0.56239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2741",585,"B5",0.61439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2742",585,"B6",0.58039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2743",585,"B7",0.87339513,"auxotroph ∆metB","1","Met (+)","mutant"
"2744",585,"B8",0.74039513,"auxotroph ∆metB","2","Met (+)","mutant"
"2745",585,"B9",0.89139513,"auxotroph ∆metB","3","Met (+)","mutant"
"2746",585,"B10",0.64639513,"wild-type (supplemented)","1","Met (+)","wt"
"2747",585,"B11",0.63539513,"wild-type (supplemented)","2","Met (+)","wt"
"2748",585,"B12",0.76039513,"wild-type (supplemented)","3","Met (+)","wt"
"2749",585,"C1",0.60639513,"overproducer ∆metJ","1","Met (-)","mutant"
"2750",585,"C2",0.54939513,"overproducer ∆metJ","2","Met (-)","mutant"
"2751",585,"C3",0.56439513,"overproducer ∆metJ","3","Met (-)","mutant"
"2752",585,"C4",0.61939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2753",585,"C5",0.48539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2754",585,"C6",0.70539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2755",585,"C7",0.86739513,"auxotroph ∆metB","1","Met (+)","mutant"
"2756",585,"C8",0.68439513,"auxotroph ∆metB","2","Met (+)","mutant"
"2757",585,"C9",0.87739513,"auxotroph ∆metB","3","Met (+)","mutant"
"2758",585,"C10",0.64239513,"wild-type (supplemented)","1","Met (+)","wt"
"2759",585,"C11",0.50839513,"wild-type (supplemented)","2","Met (+)","wt"
"2760",585,"C12",0.77139513,"wild-type (supplemented)","3","Met (+)","wt"
"2761",585,"D1",0.46739513,"overproducer ∆metJ","1","Met (-)","mutant"
"2762",585,"D2",0.58539513,"overproducer ∆metJ","2","Met (-)","mutant"
"2763",585,"D3",0.52739513,"overproducer ∆metJ","3","Met (-)","mutant"
"2764",585,"D4",0.53139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2765",585,"D5",0.44539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2766",585,"D6",0.54139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2767",585,"D7",0.87339513,"auxotroph ∆metB","1","Met (+)","mutant"
"2768",585,"D8",0.52339513,"auxotroph ∆metB","2","Met (+)","mutant"
"2769",585,"D9",0.87839513,"auxotroph ∆metB","3","Met (+)","mutant"
"2770",585,"D10",0.56439513,"wild-type (supplemented)","1","Met (+)","wt"
"2771",585,"D11",0.56739513,"wild-type (supplemented)","2","Met (+)","wt"
"2772",585,"D12",0.78639513,"wild-type (supplemented)","3","Met (+)","wt"
"2773",585,"E1",0.36639513,"overproducer ∆metJ","1","Met (-)","mutant"
"2774",585,"E2",0.48239513,"overproducer ∆metJ","2","Met (-)","mutant"
"2775",585,"E3",0.54639513,"overproducer ∆metJ","3","Met (-)","mutant"
"2776",585,"E4",0.53339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2777",585,"E5",0.46039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2778",585,"E6",0.47739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2779",585,"E7",0.85939513,"auxotroph ∆metB","1","Met (+)","mutant"
"2780",585,"E8",0.63239513,"auxotroph ∆metB","2","Met (+)","mutant"
"2781",585,"E9",0.84639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2782",585,"E10",0.53839513,"wild-type (supplemented)","1","Met (+)","wt"
"2783",585,"E11",0.64639513,"wild-type (supplemented)","2","Met (+)","wt"
"2784",585,"E12",0.79239513,"wild-type (supplemented)","3","Met (+)","wt"
"2785",585,"F1",0.46639513,"overproducer ∆metJ","1","Met (-)","mutant"
"2786",585,"F2",0.48039513,"overproducer ∆metJ","2","Met (-)","mutant"
"2787",585,"F3",0.54039513,"overproducer ∆metJ","3","Met (-)","mutant"
"2788",585,"F4",0.49439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2789",585,"F5",0.36239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2790",585,"F6",0.49639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2791",585,"F7",0.86739513,"auxotroph ∆metB","1","Met (+)","mutant"
"2792",585,"F8",0.51639513,"auxotroph ∆metB","2","Met (+)","mutant"
"2793",585,"F9",0.85539513,"auxotroph ∆metB","3","Met (+)","mutant"
"2794",585,"F10",0.61239513,"wild-type (supplemented)","1","Met (+)","wt"
"2795",585,"F11",0.62939513,"wild-type (supplemented)","2","Met (+)","wt"
"2796",585,"F12",0.78339513,"wild-type (supplemented)","3","Met (+)","wt"
"2797",585,"G1",0.49139513,"overproducer ∆metJ","1","Met (-)","mutant"
"2798",585,"G2",0.50639513,"overproducer ∆metJ","2","Met (-)","mutant"
"2799",585,"G3",0.59939513,"overproducer ∆metJ","3","Met (-)","mutant"
"2800",585,"G4",0.43739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2801",585,"G5",0.41039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2802",585,"G6",0.45639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2803",585,"G7",0.86739513,"auxotroph ∆metB","1","Met (+)","mutant"
"2804",585,"G8",0.52339513,"auxotroph ∆metB","2","Met (+)","mutant"
"2805",585,"G9",0.86339513,"auxotroph ∆metB","3","Met (+)","mutant"
"2806",585,"G10",0.50139513,"wild-type (supplemented)","1","Met (+)","wt"
"2807",585,"G11",0.71939513,"wild-type (supplemented)","2","Met (+)","wt"
"2808",585,"G12",0.80439513,"wild-type (supplemented)","3","Met (+)","wt"
"2809",600,"B1",0.61539513,"overproducer ∆metJ","1","Met (-)","mutant"
"2810",600,"B2",0.52339513,"overproducer ∆metJ","2","Met (-)","mutant"
"2811",600,"B3",0.55939513,"overproducer ∆metJ","3","Met (-)","mutant"
"2812",600,"B4",0.56139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2813",600,"B5",0.60739513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2814",600,"B6",0.57639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2815",600,"B7",0.89139513,"auxotroph ∆metB","1","Met (+)","mutant"
"2816",600,"B8",0.74739513,"auxotroph ∆metB","2","Met (+)","mutant"
"2817",600,"B9",0.92339513,"auxotroph ∆metB","3","Met (+)","mutant"
"2818",600,"B10",0.65839513,"wild-type (supplemented)","1","Met (+)","wt"
"2819",600,"B11",0.63239513,"wild-type (supplemented)","2","Met (+)","wt"
"2820",600,"B12",0.76239513,"wild-type (supplemented)","3","Met (+)","wt"
"2821",600,"C1",0.55439513,"overproducer ∆metJ","1","Met (-)","mutant"
"2822",600,"C2",0.55139513,"overproducer ∆metJ","2","Met (-)","mutant"
"2823",600,"C3",0.56239513,"overproducer ∆metJ","3","Met (-)","mutant"
"2824",600,"C4",0.61939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2825",600,"C5",0.48839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2826",600,"C6",0.70839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2827",600,"C7",0.88639513,"auxotroph ∆metB","1","Met (+)","mutant"
"2828",600,"C8",0.68039513,"auxotroph ∆metB","2","Met (+)","mutant"
"2829",600,"C9",0.89839513,"auxotroph ∆metB","3","Met (+)","mutant"
"2830",600,"C10",0.65039513,"wild-type (supplemented)","1","Met (+)","wt"
"2831",600,"C11",0.50739513,"wild-type (supplemented)","2","Met (+)","wt"
"2832",600,"C12",0.78739513,"wild-type (supplemented)","3","Met (+)","wt"
"2833",600,"D1",0.45339513,"overproducer ∆metJ","1","Met (-)","mutant"
"2834",600,"D2",0.58639513,"overproducer ∆metJ","2","Met (-)","mutant"
"2835",600,"D3",0.52539513,"overproducer ∆metJ","3","Met (-)","mutant"
"2836",600,"D4",0.53139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2837",600,"D5",0.45439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2838",600,"D6",0.54339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2839",600,"D7",0.89839513,"auxotroph ∆metB","1","Met (+)","mutant"
"2840",600,"D8",0.53239513,"auxotroph ∆metB","2","Met (+)","mutant"
"2841",600,"D9",0.89639513,"auxotroph ∆metB","3","Met (+)","mutant"
"2842",600,"D10",0.56739513,"wild-type (supplemented)","1","Met (+)","wt"
"2843",600,"D11",0.57139513,"wild-type (supplemented)","2","Met (+)","wt"
"2844",600,"D12",0.82639513,"wild-type (supplemented)","3","Met (+)","wt"
"2845",600,"E1",0.37839513,"overproducer ∆metJ","1","Met (-)","mutant"
"2846",600,"E2",0.48739513,"overproducer ∆metJ","2","Met (-)","mutant"
"2847",600,"E3",0.55039513,"overproducer ∆metJ","3","Met (-)","mutant"
"2848",600,"E4",0.53439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2849",600,"E5",0.46339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2850",600,"E6",0.48439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2851",600,"E7",0.87639513,"auxotroph ∆metB","1","Met (+)","mutant"
"2852",600,"E8",0.63639513,"auxotroph ∆metB","2","Met (+)","mutant"
"2853",600,"E9",0.87339513,"auxotroph ∆metB","3","Met (+)","mutant"
"2854",600,"E10",0.55339513,"wild-type (supplemented)","1","Met (+)","wt"
"2855",600,"E11",0.64539513,"wild-type (supplemented)","2","Met (+)","wt"
"2856",600,"E12",0.80939513,"wild-type (supplemented)","3","Met (+)","wt"
"2857",600,"F1",0.43239513,"overproducer ∆metJ","1","Met (-)","mutant"
"2858",600,"F2",0.48739513,"overproducer ∆metJ","2","Met (-)","mutant"
"2859",600,"F3",0.54039513,"overproducer ∆metJ","3","Met (-)","mutant"
"2860",600,"F4",0.49239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2861",600,"F5",0.36939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2862",600,"F6",0.49439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2863",600,"F7",0.88039513,"auxotroph ∆metB","1","Met (+)","mutant"
"2864",600,"F8",0.51539513,"auxotroph ∆metB","2","Met (+)","mutant"
"2865",600,"F9",0.88539513,"auxotroph ∆metB","3","Met (+)","mutant"
"2866",600,"F10",0.61639513,"wild-type (supplemented)","1","Met (+)","wt"
"2867",600,"F11",0.66339513,"wild-type (supplemented)","2","Met (+)","wt"
"2868",600,"F12",0.80039513,"wild-type (supplemented)","3","Met (+)","wt"
"2869",600,"G1",0.50639513,"overproducer ∆metJ","1","Met (-)","mutant"
"2870",600,"G2",0.50639513,"overproducer ∆metJ","2","Met (-)","mutant"
"2871",600,"G3",0.61239513,"overproducer ∆metJ","3","Met (-)","mutant"
"2872",600,"G4",0.44139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2873",600,"G5",0.41139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2874",600,"G6",0.46239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2875",600,"G7",0.88839513,"auxotroph ∆metB","1","Met (+)","mutant"
"2876",600,"G8",0.53439513,"auxotroph ∆metB","2","Met (+)","mutant"
"2877",600,"G9",0.88939513,"auxotroph ∆metB","3","Met (+)","mutant"
"2878",600,"G10",0.51039513,"wild-type (supplemented)","1","Met (+)","wt"
"2879",600,"G11",0.74039513,"wild-type (supplemented)","2","Met (+)","wt"
"2880",600,"G12",0.83239513,"wild-type (supplemented)","3","Met (+)","wt"
"2881",615,"B1",0.54739513,"overproducer ∆metJ","1","Met (-)","mutant"
"2882",615,"B2",0.52539513,"overproducer ∆metJ","2","Met (-)","mutant"
"2883",615,"B3",0.56139513,"overproducer ∆metJ","3","Met (-)","mutant"
"2884",615,"B4",0.56039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2885",615,"B5",0.60139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2886",615,"B6",0.57439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2887",615,"B7",0.92339513,"auxotroph ∆metB","1","Met (+)","mutant"
"2888",615,"B8",0.74539513,"auxotroph ∆metB","2","Met (+)","mutant"
"2889",615,"B9",0.96539513,"auxotroph ∆metB","3","Met (+)","mutant"
"2890",615,"B10",0.66339513,"wild-type (supplemented)","1","Met (+)","wt"
"2891",615,"B11",0.64239513,"wild-type (supplemented)","2","Met (+)","wt"
"2892",615,"B12",0.77639513,"wild-type (supplemented)","3","Met (+)","wt"
"2893",615,"C1",0.53039513,"overproducer ∆metJ","1","Met (-)","mutant"
"2894",615,"C2",0.55339513,"overproducer ∆metJ","2","Met (-)","mutant"
"2895",615,"C3",0.57139513,"overproducer ∆metJ","3","Met (-)","mutant"
"2896",615,"C4",0.61239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2897",615,"C5",0.47939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2898",615,"C6",0.70239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2899",615,"C7",0.91439513,"auxotroph ∆metB","1","Met (+)","mutant"
"2900",615,"C8",0.68739513,"auxotroph ∆metB","2","Met (+)","mutant"
"2901",615,"C9",0.94539513,"auxotroph ∆metB","3","Met (+)","mutant"
"2902",615,"C10",0.65539513,"wild-type (supplemented)","1","Met (+)","wt"
"2903",615,"C11",0.51739513,"wild-type (supplemented)","2","Met (+)","wt"
"2904",615,"C12",0.81939513,"wild-type (supplemented)","3","Met (+)","wt"
"2905",615,"D1",0.45139513,"overproducer ∆metJ","1","Met (-)","mutant"
"2906",615,"D2",0.58039513,"overproducer ∆metJ","2","Met (-)","mutant"
"2907",615,"D3",0.53739513,"overproducer ∆metJ","3","Met (-)","mutant"
"2908",615,"D4",0.53039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2909",615,"D5",0.45239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"2910",615,"D6",0.53539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"2911",615,"D7",0.92339513,"auxotroph ∆metB","1","Met (+)","mutant"
"2912",615,"D8",0.52639513,"auxotroph ∆metB","2","Met (+)","mutant"
"2913",615,"D9",0.93739513,"auxotroph ∆metB","3","Met (+)","mutant"
"2914",615,"D10",0.56939513,"wild-type (supplemented)","1","Met (+)","wt"
"2915",615,"D11",0.56739513,"wild-type (supplemented)","2","Met (+)","wt"
"2916",615,"D12",0.85139513,"wild-type (supplemented)","3","Met (+)","wt"
"2917",615,"E1",0.39239513,"overproducer ∆metJ","1","Met (-)","mutant"
"2918",615,"E2",0.48239513,"overproducer ∆metJ","2","Met (-)","mutant"
"2919",615,"E3",0.55139513,"overproducer ∆metJ","3","Met (-)","mutant"
"2920",615,"E4",0.53439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"2921",615,"E5",0.45239513,"wild-type (unsupplemented)","2","Met (-)","wt"
